state,date,Modal price (Average)
JH,06-01-14,1179
JH,07-01-14,1614
JH,08-01-14,1921
JH,09-01-14,1845
JH,10-01-14,1759
JH,11-01-14,1809
JH,12-01-14,1838
JH,01-01-15,1628
JH,02-01-15,1711
JH,03-01-15,1377
JH,04-01-15,1186
JH,12-01-15,600
JK,01-01-04,1078
JK,02-01-04,1040
JK,03-01-04,891
JK,04-01-04,691
JK,05-01-04,652
JK,06-01-04,540
JK,07-01-04,554
JK,08-01-04,728
JK,09-01-04,799
JK,10-01-04,805
JK,11-01-04,875
JK,12-01-04,763
JK,01-01-05,641.5
JK,02-01-05,583
JK,03-01-05,525
JK,04-01-05,598
JK,05-01-05,619
JK,06-01-05,499
JK,07-01-05,541
JK,08-01-05,679.5
JK,09-01-05,1292.5
JK,10-01-05,1383
JK,11-01-05,1405
JK,12-01-05,986
JK,01-01-06,756.5
JK,02-01-06,561.5
JK,03-01-06,527
JK,04-01-06,559
JK,05-01-06,549.5
JK,06-01-06,561
JK,07-01-06,618
JK,08-01-06,647
JK,09-01-06,636
JK,10-01-06,700
JK,11-01-06,723
JK,12-01-06,923
JK,01-01-07,1217
JK,02-01-07,1414
JK,03-01-07,1071
JK,04-01-07,900
JK,05-01-07,769
JK,06-01-07,891
JK,07-01-07,1089
JK,08-01-07,1538
JK,09-01-07,1750
JK,10-01-07,1950
JK,11-01-07,1050
JK,12-01-07,942
JK,01-01-08,600
JK,02-01-08,542
JK,03-01-08,575
JK,04-01-08,610
JK,05-01-08,568
JK,06-01-08,565
JK,07-01-08,811
JK,08-01-08,1017
JK,09-01-08,879
JK,10-01-08,900
JK,11-01-08,1254
JK,12-01-08,1350
JK,01-01-09,1675
JK,02-01-09,1268
JK,03-01-09,1288
JK,04-01-09,960
JK,05-01-09,796
JK,06-01-09,799
JK,07-01-09,846
JK,08-01-09,802
JK,09-01-09,867
JK,10-01-09,1638
JK,11-01-09,1661
JK,12-01-09,1720
JK,01-01-10,1649
JK,02-01-10,1500
JK,03-01-10,1024
JK,04-01-10,917
JK,05-01-10,765
JK,06-01-10,763
JK,07-01-10,901
JK,08-01-10,1111
JK,09-01-10,1630
JK,10-01-10,1782
JK,11-01-10,2259
JK,12-01-10,2741
JK,01-01-11,3645
JK,02-01-11,1390
JK,03-01-11,816
JK,04-01-11,745
JK,05-01-11,720
JK,06-01-11,685
JK,07-01-11,950
JK,08-01-11,1352
JK,09-01-11,1612
JK,10-01-11,1300
JK,11-01-11,1049
JK,12-01-11,868
JK,01-01-12,790
JK,02-01-12,723
JK,03-01-12,742
JK,04-01-12,569
JK,05-01-12,703
JK,06-01-12,726
JK,07-01-12,908
JK,08-01-12,1056
JK,09-01-12,1133
JK,10-01-12,1150
JK,11-01-12,1142
JK,12-01-12,1219
JK,01-01-13,1313
JK,02-01-13,1515
JK,03-01-13,1244
JK,04-01-13,1227
JK,05-01-13,1128
JK,06-01-13,1203
JK,07-01-13,1887
JK,08-01-13,3258
JK,09-01-13,4858
JK,10-01-13,4517
JK,11-01-13,3770
JK,12-01-13,1967
JK,01-01-14,1400
JK,02-01-14,1122
JK,03-01-14,1183
JK,04-01-14,1296
JK,05-01-14,1260
JK,06-01-14,1511
JK,07-01-14,2295
JK,08-01-14,1830
JK,09-01-14,1985
JK,10-01-14,2091
JK,11-01-14,1946
JK,12-01-14,1936
JK,01-01-15,1708
JK,02-01-15,1896
JK,03-01-15,1856
JK,04-01-15,1596
JK,05-01-15,1597
JK,06-01-15,1531
JK,07-01-15,2433
JK,08-01-15,4103
JK,09-01-15,4124
JK,10-01-15,3589
JK,11-01-15,2793
JK,12-01-15,1753
JK,01-01-16,1325
JK,02-01-16,1184
JK,03-01-16,1159
KER,01-01-05,717
KER,02-01-05,680
KER,03-01-05,655
KER,04-01-05,565
KER,05-01-05,595
KER,06-01-05,548
KER,07-01-05,662
KER,08-01-05,806
KER,09-01-05,1450
KER,10-01-05,1400
KER,11-01-05,1554
KER,12-01-05,892
KER,01-01-06,710
KER,02-01-06,741
KER,03-01-06,507
KER,04-01-06,605
KER,05-01-06,395
KER,06-01-06,385
KER,07-01-06,585
KER,08-01-06,711
KER,09-01-06,714
KER,10-01-06,750
KER,11-01-06,885
KER,12-01-06,1085
KER,01-01-07,1508
KER,02-01-07,1392
KER,03-01-07,845
KER,04-01-07,925
KER,05-01-07,875
KER,06-01-07,1140
KER,07-01-07,1300
KER,08-01-07,1192
KER,09-01-07,1825
KER,11-01-07,1525
KER,12-01-07,1375
KER,01-01-08,1108
KER,02-01-08,725
KER,03-01-08,725
KER,04-01-08,725
KER,05-01-08,725
KER,07-01-08,1125
KER,08-01-08,1118
KER,09-01-08,1192
KER,10-01-08,1083
KER,11-01-08,1625
KER,02-01-09,1425
KER,10-01-10,2025
KER,11-01-10,2025
KER,04-01-13,1644
KER,05-01-13,1538
KER,06-01-13,2061
KER,07-01-13,2142
KER,10-01-13,6400
KER,11-01-14,2373
KER,12-01-14,2411
KER,01-01-15,2147
KER,02-01-15,2233
KER,03-01-15,1929
KER,04-01-15,1900
KER,05-01-15,2155
KER,06-01-15,2521
KER,07-01-15,3226.5
KER,08-01-15,4600
KER,09-01-15,5700
KER,12-01-15,2236
KER,01-01-16,1994
KER,02-01-16,1405
KER,03-01-16,1145
KNT,10-01-01,547
KNT,11-01-01,727
KNT,12-01-01,435
KNT,01-01-02,265
KNT,02-01-02,205
KNT,03-01-02,195
KNT,04-01-02,373
KNT,05-01-02,195
KNT,06-01-02,245
KNT,07-01-02,327.5
KNT,08-01-02,404
KNT,09-01-02,406.5
KNT,10-01-02,422
KNT,11-01-02,417
KNT,12-01-02,297
KNT,01-01-03,296.3333333
KNT,02-01-03,217
KNT,03-01-03,247
KNT,04-01-03,383
KNT,05-01-03,342.6666667
KNT,06-01-03,450.3333333
KNT,07-01-03,471
KNT,08-01-03,494
KNT,09-01-03,474.3333333
KNT,10-01-03,585
KNT,11-01-03,543.6666667
KNT,12-01-03,580.3333333
KNT,01-01-04,731
KNT,02-01-04,669.5714286
KNT,03-01-04,495.6666667
KNT,04-01-04,432.5714286
KNT,05-01-04,413.1428571
KNT,06-01-04,445.2857143
KNT,07-01-04,430.1428571
KNT,08-01-04,462.1428571
KNT,09-01-04,390.4285714
KNT,10-01-04,364.1428571
KNT,11-01-04,375.1428571
KNT,12-01-04,370.1428571
KNT,01-01-05,388.5
KNT,02-01-05,365
KNT,03-01-05,307.5
KNT,04-01-05,309.3333333
KNT,05-01-05,331.6
KNT,06-01-05,360.3333333
KNT,07-01-05,412.8333333
KNT,08-01-05,615
KNT,09-01-05,728.5
KNT,10-01-05,770.3333333
KNT,11-01-05,804.8333333
KNT,12-01-05,543
KNT,01-01-06,441.8333333
KNT,02-01-06,341.5
KNT,03-01-06,303
KNT,04-01-06,274
KNT,05-01-06,263.8333333
KNT,06-01-06,324.3333333
KNT,07-01-06,356.8
KNT,08-01-06,402.4
KNT,09-01-06,377.8333333
KNT,10-01-06,364
KNT,11-01-06,361.8333333
KNT,12-01-06,432.5
KNT,01-01-07,726.5
KNT,02-01-07,783.4
KNT,03-01-07,654
KNT,04-01-07,467
KNT,05-01-07,496.8
KNT,06-01-07,716.6
KNT,07-01-07,794
KNT,08-01-07,953
KNT,09-01-07,837.2
KNT,10-01-07,800.8
KNT,11-01-07,661.8333333
KNT,12-01-07,533.8
KNT,01-01-08,401.2
KNT,02-01-08,355
KNT,03-01-08,348
KNT,04-01-08,333.6
KNT,05-01-08,325.8
KNT,06-01-08,408.6
KNT,07-01-08,601.2
KNT,08-01-08,809.8
KNT,09-01-08,594.2
KNT,10-01-08,486.6
KNT,11-01-08,850.3333333
KNT,12-01-08,869.6666667
KNT,01-01-09,1148.833333
KNT,02-01-09,970.4
KNT,03-01-09,640
KNT,04-01-09,514.1666667
KNT,05-01-09,527.5
KNT,06-01-09,680
KNT,07-01-09,675
KNT,08-01-09,702
KNT,09-01-09,683.5
KNT,10-01-09,879.6666667
KNT,11-01-09,1065.5
KNT,12-01-09,1314.833333
KNT,01-01-10,1119.2
KNT,02-01-10,882.2
KNT,03-01-10,601.2
KNT,04-01-10,495.1666667
KNT,05-01-10,525.8333333
KNT,06-01-10,625.1666667
KNT,07-01-10,686.8333333
KNT,08-01-10,791.6666667
KNT,09-01-10,998.6666667
KNT,10-01-10,1043.666667
KNT,11-01-10,1347.2
KNT,12-01-10,2153.6
KNT,01-01-11,2158.8
KNT,02-01-11,994.3333333
KNT,03-01-11,565
KNT,04-01-11,523.4
KNT,05-01-11,532.3333333
KNT,06-01-11,663
KNT,07-01-11,797.1666667
KNT,08-01-11,965
KNT,09-01-11,954.3333333
KNT,10-01-11,812.5
KNT,11-01-11,776.1666667
KNT,12-01-11,651.5
KNT,01-01-12,501.6666667
KNT,02-01-12,442.6666667
KNT,03-01-12,454.1666667
KNT,04-01-12,504.5
KNT,05-01-12,502
KNT,06-01-12,589.5
KNT,07-01-12,671.6666667
KNT,08-01-12,745
KNT,09-01-12,704.1666667
KNT,10-01-12,738.8333333
KNT,11-01-12,1001.833333
KNT,12-01-12,1127.833333
KNT,01-01-13,1168
KNT,02-01-13,1269
KNT,03-01-13,957.3333333
KNT,04-01-13,941.1666667
KNT,05-01-13,947.5
KNT,06-01-13,1295.833333
KNT,07-01-13,1930
KNT,08-01-13,3041.666667
KNT,09-01-13,2724.333333
KNT,10-01-13,2477.5
KNT,11-01-13,2158.666667
KNT,12-01-13,1295
KNT,01-01-14,889
KNT,02-01-14,625
KNT,03-01-14,601.6666667
KNT,04-01-14,625.6
KNT,05-01-14,965.8333333
KNT,06-01-14,1276
KNT,07-01-14,1724
KNT,08-01-14,1594.333333
KNT,09-01-14,1226.166667
KNT,10-01-14,1095.5
KNT,11-01-14,1029.142857
KNT,12-01-14,1102.857143
KNT,01-01-15,1180
KNT,02-01-15,1360.625
KNT,03-01-15,1190.857143
KNT,04-01-15,1120.285714
KNT,05-01-15,1205.571429
KNT,06-01-15,1453.428571
KNT,07-01-15,1840.857143
KNT,08-01-15,2897
KNT,09-01-15,2902
KNT,10-01-15,1894.857143
KNT,11-01-15,1615.571429
KNT,12-01-15,1287.714286
KNT,01-01-16,1201.285714
KNT,02-01-16,877.7142857
KNT,03-01-16,676
MH,01-01-96,226
MH,02-01-96,186
MH,03-01-96,243
MH,04-01-96,254
MH,05-01-96,269
MH,06-01-96,367
MH,07-01-96,368
MH,08-01-96,340
MH,09-01-96,317
MH,10-01-96,492
MH,11-01-96,376
MH,12-01-96,385
MH,01-01-97,290
MH,02-01-97,271
MH,03-01-97,273
MH,04-01-97,214
MH,05-01-97,213
MH,06-01-97,195
MH,07-01-97,148.2
MH,08-01-97,195
MH,09-01-97,240.6
MH,10-01-97,322
MH,11-01-97,617.4
MH,12-01-97,688.75
MH,01-01-98,1049.571429
MH,02-01-98,822
MH,03-01-98,396.375
MH,04-01-98,239.625
MH,05-01-98,312.75
MH,06-01-98,583
MH,07-01-98,838.875
MH,08-01-98,1319.5
MH,09-01-98,1772.375
MH,10-01-98,2289
MH,11-01-98,1443
MH,12-01-98,1055.166667
MH,01-01-99,494.7142857
MH,02-01-99,278.6666667
MH,03-01-99,241.8888889
MH,04-01-99,345.7777778
MH,05-01-99,464.8888889
MH,06-01-99,427.5555556
MH,07-01-99,424.5555556
MH,08-01-99,396.1111111
MH,09-01-99,605
MH,10-01-99,554.4444444
MH,11-01-99,439.8888889
MH,12-01-99,302.8888889
MH,01-01-00,227.3333333
MH,02-01-00,216
MH,03-01-00,209.2222222
MH,04-01-00,189.7777778
MH,05-01-00,188.5555556
MH,06-01-00,181
MH,07-01-00,198.5555556
MH,08-01-00,252.2222222
MH,09-01-00,301.2222222
MH,10-01-00,427.8888889
MH,11-01-00,582.1111111
MH,12-01-00,517.4444444
MH,01-01-01,480.7777778
MH,02-01-01,336.1111111
MH,03-01-01,307.6666667
MH,04-01-01,247.7777778
MH,05-01-01,210.5555556
MH,06-01-01,286.4444444
MH,07-01-01,344.7777778
MH,08-01-01,520.2222222
MH,09-01-01,479.3
MH,10-01-01,518.6666667
MH,11-01-01,722.1111111
MH,12-01-01,406.9
MH,01-01-02,242.7142857
MH,02-01-02,202.5384615
MH,03-01-02,179.8333333
MH,04-01-02,166.0714286
MH,05-01-02,178.3571429
MH,06-01-02,275.2857143
MH,07-01-02,337.0714286
MH,08-01-02,430.1428571
MH,09-01-02,440.7857143
MH,10-01-02,547.1428571
MH,11-01-02,390.5384615
MH,12-01-02,253.6666667
MH,01-01-03,176.4545455
MH,02-01-03,154.0714286
MH,03-01-03,214.0769231
MH,04-01-03,271.5384615
MH,05-01-03,293.8461538
MH,06-01-03,415
MH,07-01-03,426.1538462
MH,08-01-03,463.6923077
MH,09-01-03,506.2142857
MH,10-01-03,710.0769231
MH,11-01-03,576.3846154
MH,12-01-03,635.9230769
MH,01-01-04,726.15
MH,02-01-04,657.1764706
MH,03-01-04,383.5789474
MH,04-01-04,289.45
MH,05-01-04,296.2105263
MH,06-01-04,353.0526316
MH,07-01-04,348.7894737
MH,08-01-04,367.9
MH,09-01-04,366.05
MH,10-01-04,452.7894737
MH,11-01-04,380.7368421
MH,12-01-04,336.5
MH,01-01-05,286.5652174
MH,02-01-05,256.3333333
MH,03-01-05,225.2608696
MH,04-01-05,252.3043478
MH,05-01-05,234.3333333
MH,06-01-05,298.5217391
MH,07-01-05,353.8
MH,08-01-05,588.8333333
MH,09-01-05,799.75
MH,10-01-05,1023.708333
MH,11-01-05,1006.782609
MH,12-01-05,525.4347826
MH,01-01-06,296.0769231
MH,02-01-06,216.04
MH,03-01-06,191.6
MH,04-01-06,217.8181818
MH,05-01-06,189.96
MH,06-01-06,271.6956522
MH,07-01-06,297.952381
MH,08-01-06,321.4347826
MH,09-01-06,313.76
MH,10-01-06,373.6521739
MH,11-01-06,443.36
MH,12-01-06,623.1153846
MH,01-01-07,829.5517241
MH,02-01-07,898.8148148
MH,03-01-07,598.8214286
MH,04-01-07,438.5925926
MH,05-01-07,470.4230769
MH,06-01-07,763.9230769
MH,07-01-07,800.2307692
MH,08-01-07,1091.925926
MH,09-01-07,1295.535714
MH,10-01-07,1239.692308
MH,11-01-07,731.88
MH,12-01-07,479.8
MH,01-01-08,282.1481481
MH,02-01-08,265.1481481
MH,03-01-08,292.7083333
MH,04-01-08,268.0869565
MH,05-01-08,230.92
MH,06-01-08,354.16
MH,07-01-08,575.64
MH,08-01-08,730.4705882
MH,09-01-08,589.1818182
MH,10-01-08,593.7272727
MH,11-01-08,897.4583333
MH,12-01-08,990.2857143
MH,01-01-09,1129.2
MH,02-01-09,979.8518519
MH,03-01-09,654.6923077
MH,04-01-09,452.4615385
MH,05-01-09,455.2307692
MH,06-01-09,621.6153846
MH,07-01-09,593.48
MH,08-01-09,622.5
MH,09-01-09,622.4642857
MH,10-01-09,1270.571429
MH,11-01-09,1412.740741
MH,12-01-09,1337.740741
MH,01-01-10,1184.392857
MH,02-01-10,930.2222222
MH,03-01-10,585.9259259
MH,04-01-10,489.5357143
MH,05-01-10,506.5
MH,06-01-10,586.9259259
MH,07-01-10,623.3333333
MH,08-01-10,796.2692308
MH,09-01-10,1221.814815
MH,10-01-10,1333.230769
MH,11-01-10,1735.653846
MH,12-01-10,2391.428571
MH,01-01-11,2418
MH,02-01-11,854.5833333
MH,03-01-11,456.5384615
MH,04-01-11,490.8846154
MH,05-01-11,503.6153846
MH,06-01-11,672.92
MH,07-01-11,781.64
MH,08-01-11,1002.72
MH,09-01-11,987.0384615
MH,10-01-11,837.7692308
MH,11-01-11,775.9583333
MH,12-01-11,560.3461538
MH,01-01-12,386.9615385
MH,02-01-12,343.9130435
MH,03-01-12,353.4090909
MH,04-01-12,400.04
MH,05-01-12,364.2
MH,06-01-12,452.5
MH,07-01-12,542.2083333
MH,08-01-12,599.9130435
MH,09-01-12,523.76
MH,10-01-12,792.5
MH,11-01-12,993.5833333
MH,12-01-12,1149.909091
MH,01-01-13,1328.181818
MH,02-01-13,1339.041667
MH,03-01-13,921.1363636
MH,04-01-13,785.5
MH,05-01-13,876.1304348
MH,06-01-13,1291.041667
MH,07-01-13,1981.130435
MH,08-01-13,3384
MH,09-01-13,4039.809524
MH,10-01-13,3589.090909
MH,11-01-13,2581.736842
MH,12-01-13,1333.35
MH,01-01-14,872.8421053
MH,02-01-14,612.8888889
MH,03-01-14,712.1666667
MH,04-01-14,721
MH,05-01-14,796.0555556
MH,06-01-14,1217.25
MH,07-01-14,1701.578947
MH,08-01-14,1515.090909
MH,09-01-14,1316.347826
MH,10-01-14,1355.954545
MH,11-01-14,1354.24
MH,12-01-14,1396.433333
MH,01-01-15,1152.785714
MH,02-01-15,1324.433333
MH,03-01-15,1089.458333
MH,04-01-15,964.2142857
MH,05-01-15,1160.714286
MH,06-01-15,1501.482759
MH,07-01-15,1966.1
MH,08-01-15,4055
MH,09-01-15,3965.441176
MH,10-01-15,2809.322581
MH,11-01-15,1930.806452
MH,12-01-15,1250.705882
MH,01-01-16,1127.935484
MH,02-01-16,783.9
MH,03-01-16,663.5151515
MP,01-01-02,274
MP,02-01-02,219.5
MP,03-01-02,180
MP,04-01-02,150.5
MP,05-01-02,133
MP,06-01-02,178.5
MP,07-01-02,224
MP,08-01-02,290.5
MP,09-01-02,369.5
MP,10-01-02,399.5
MP,11-01-02,302
MP,12-01-02,213
MP,01-01-03,171
MP,02-01-03,154
MP,03-01-03,194
MP,04-01-03,217
MP,05-01-03,214
MP,06-01-03,245
MP,07-01-03,321
MP,08-01-03,360.5
MP,09-01-03,465
MP,10-01-03,542
MP,11-01-03,364.6666667
MP,12-01-03,390.3333333
MP,01-01-04,578
MP,02-01-04,529
MP,03-01-04,325
MP,04-01-04,221
MP,05-01-04,186
MP,06-01-04,214
MP,07-01-04,276
MP,08-01-04,368
MP,09-01-04,321
MP,10-01-04,394
MP,11-01-04,314
MP,12-01-04,289
MP,01-01-05,271
MP,02-01-05,228
MP,03-01-05,230
MP,04-01-05,181.5
MP,05-01-05,191.6666667
MP,06-01-05,201.3333333
MP,07-01-05,250.6666667
MP,08-01-05,300
MP,09-01-05,659
MP,10-01-05,1012.333333
MP,11-01-05,843
MP,12-01-05,593
MP,01-01-06,340.6666667
MP,02-01-06,272
MP,03-01-06,250.3333333
MP,04-01-06,192
MP,05-01-06,178
MP,06-01-06,202.3333333
MP,07-01-06,184.5
MP,08-01-06,264.5
MP,09-01-06,181
MP,10-01-06,266.5
MP,11-01-06,327.3333333
MP,12-01-06,430.5
MP,01-01-07,789.5
MP,02-01-07,789.5
MP,03-01-07,591
MP,04-01-07,406
MP,05-01-07,815.6666667
MP,06-01-07,526.5
MP,07-01-07,773
MP,08-01-07,1071
MP,09-01-07,1330
MP,10-01-07,1042
MP,11-01-07,753
MP,12-01-07,481
MP,01-01-08,333
MP,02-01-08,303
MP,03-01-08,300
MP,04-01-08,280.5
MP,05-01-08,263
MP,06-01-08,265
MP,07-01-08,667
MP,09-01-08,610
MP,10-01-08,690
MP,01-01-09,971
MP,02-01-09,1007
MP,03-01-09,692.5
MP,04-01-09,450
MP,05-01-09,420.5
MP,06-01-09,603
MP,07-01-09,584
MP,08-01-09,584
MP,09-01-09,629
MP,10-01-09,1206
MP,11-01-09,1118.75
MP,12-01-09,983.3333333
MP,01-01-10,1213.5
MP,02-01-10,1027.5
MP,03-01-10,619
MP,04-01-10,464
MP,05-01-10,362
MP,06-01-10,477.5
MP,07-01-10,635.5
MP,08-01-10,780.5
MP,09-01-10,1208
MP,10-01-10,1325.5
MP,11-01-10,1500.666667
MP,12-01-10,1806.333333
MP,01-01-11,2136.5
MP,02-01-11,790.3333333
MP,03-01-11,395.5
MP,04-01-11,414
MP,05-01-11,385
MP,06-01-11,532
MP,07-01-11,717
MP,08-01-11,884
MP,09-01-11,938
MP,10-01-11,767
MP,11-01-11,750
MP,12-01-11,513
MP,01-01-12,380
MP,02-01-12,433
MP,03-01-12,384.5
MP,04-01-12,385
MP,05-01-12,330
MP,06-01-12,399.5
MP,07-01-12,450
MP,08-01-12,435
MP,09-01-12,375
MP,10-01-12,706
MP,11-01-12,875
MP,12-01-12,1057
MP,01-01-13,1238
MP,02-01-13,1129
MP,03-01-13,801
MP,04-01-13,623
MP,05-01-13,481.5
MP,06-01-13,811
MP,07-01-13,1393.5
MP,08-01-13,2540
MP,09-01-13,3639
MP,10-01-13,2612
MP,11-01-13,2983
MP,12-01-13,1119
MP,01-01-14,867
MP,02-01-14,567.5
MP,03-01-14,747
MP,04-01-14,629
MP,05-01-14,622
MP,06-01-14,806.5
MP,07-01-14,1410
MP,08-01-14,1224
MP,09-01-14,1112
MP,10-01-14,1310
MP,11-01-14,1148.666667
MP,12-01-14,1155
MP,01-01-15,834.3333333
MP,02-01-15,926
MP,03-01-15,973
MP,04-01-15,747.3333333
MP,05-01-15,753.6666667
MP,06-01-15,1003.666667
MP,07-01-15,1595
MP,08-01-15,2614
MP,09-01-15,3243.25
MP,10-01-15,2592.333333
MP,11-01-15,1334.5
MP,12-01-15,982
MP,01-01-16,871
MP,02-01-16,608.5
MP,03-01-16,609.5
OR,01-01-05,455
OR,02-01-05,398
OR,05-01-05,580
OR,06-01-05,392
OR,08-01-05,575
OR,09-01-05,1017
OR,10-01-05,1400
OR,11-01-05,1325
OR,12-01-05,907
OR,01-01-06,616
OR,02-01-06,463
OR,03-01-06,497
OR,04-01-06,515
OR,05-01-06,439
OR,06-01-06,463
OR,07-01-06,546
OR,08-01-06,550
OR,09-01-06,623
OR,10-01-06,649
OR,11-01-06,626
OR,12-01-06,740
OR,01-01-07,1061
OR,02-01-07,1376
OR,03-01-07,938
OR,04-01-07,708
OR,05-01-07,660
OR,06-01-07,1039
OR,07-01-07,1134
OR,08-01-07,1279
OR,09-01-07,1420
OR,10-01-07,1383
OR,11-01-07,1093
OR,12-01-07,858
OR,01-01-08,597
OR,02-01-08,488
OR,03-01-08,551
OR,04-01-08,593
OR,05-01-08,597
OR,06-01-08,644
OR,07-01-08,779
OR,08-01-08,952
OR,09-01-08,992
OR,10-01-08,905
OR,11-01-08,1277
OR,12-01-08,1350
OR,01-01-09,1548
OR,02-01-09,1589
OR,03-01-09,1282
OR,04-01-09,908
OR,05-01-09,902
OR,06-01-09,1081
OR,07-01-09,1075
OR,08-01-09,1046
OR,09-01-09,1072
OR,10-01-09,1813
OR,11-01-09,1983
OR,12-01-09,2056
OR,01-01-10,1807
OR,02-01-10,1533
OR,03-01-10,1031
OR,04-01-10,843
OR,05-01-10,776
OR,06-01-10,892
OR,07-01-10,1019
OR,08-01-10,1077
OR,09-01-10,1360
OR,10-01-10,1823
OR,11-01-10,2161
OR,12-01-10,2897
OR,01-01-11,3638
OR,02-01-11,1490
OR,03-01-11,924
OR,04-01-11,787
OR,05-01-11,754
OR,06-01-11,853
OR,07-01-11,1103
OR,08-01-11,1371
OR,09-01-11,1407
OR,10-01-11,1289
OR,11-01-11,1286
OR,12-01-11,1024
OR,01-01-12,822
OR,02-01-12,675
OR,03-01-12,713
OR,04-01-12,825
OR,05-01-12,838
OR,06-01-12,802
OR,07-01-12,921
OR,08-01-12,1006
OR,09-01-12,964
OR,10-01-12,1202
OR,11-01-12,1590
OR,12-01-12,1604
OR,01-01-13,1650
OR,04-01-13,1146
OR,05-01-13,1148
OR,06-01-13,1638
OR,07-01-13,2479
OR,08-01-13,3947
OR,09-01-13,4350
OR,10-01-13,4632
OR,11-01-13,4094
OR,12-01-13,2442
OR,01-01-14,1399
OR,02-01-14,1079
OR,03-01-14,1196
OR,04-01-14,1165
OR,05-01-14,1338
OR,06-01-14,1456
OR,07-01-14,2360
OR,08-01-14,2195
OR,09-01-14,1931
OR,10-01-14,1838
OR,11-01-14,2003
OR,12-01-14,2049
OR,01-01-15,1754
OR,02-01-15,2081
OR,03-01-15,1861
OR,04-01-15,1578
OR,05-01-15,1560
OR,06-01-15,2219
OR,07-01-15,2458
OR,08-01-15,4060
OR,09-01-15,4401
OR,10-01-15,3465
OR,11-01-15,2532
OR,12-01-15,1837
OR,01-01-16,1619
OR,02-01-16,1302
OR,03-01-16,1165
PB,01-01-05,440
PB,02-01-05,366.3333333
PB,03-01-05,322
PB,05-01-05,430.3333333
PB,06-01-05,335.6666667
PB,07-01-05,396.6666667
PB,08-01-05,474.5
PB,09-01-05,961
PB,10-01-05,1317.666667
PB,11-01-05,918.3333333
PB,12-01-05,765.6666667
PB,01-01-06,541.5
PB,02-01-06,397.4
PB,03-01-06,368.8
PB,04-01-06,358.4
PB,05-01-06,333
PB,06-01-06,355.6
PB,07-01-06,405
PB,08-01-06,437.75
PB,09-01-06,454.25
PB,10-01-06,476.6666667
PB,11-01-06,523
PB,12-01-06,726.3333333
PB,01-01-07,912.3333333
PB,02-01-07,1254
PB,03-01-07,870.5
PB,04-01-07,684.3333333
PB,05-01-07,536
PB,06-01-07,628
PB,07-01-07,792.6666667
PB,08-01-07,1140.333333
PB,09-01-07,1464.333333
PB,10-01-07,1753.333333
PB,11-01-07,982.3333333
PB,12-01-07,697
PB,01-01-08,528.6666667
PB,02-01-08,443
PB,03-01-08,520
PB,04-01-08,510
PB,05-01-08,462.6666667
PB,06-01-08,417
PB,07-01-08,561.3333333
PB,08-01-08,769.25
PB,09-01-08,741.6666667
PB,10-01-08,821.3333333
PB,11-01-08,997.3333333
PB,12-01-08,1310.75
PB,01-01-09,1357.5
PB,02-01-09,1241.25
PB,03-01-09,1100
PB,04-01-09,806.25
PB,05-01-09,686.75
PB,06-01-09,624.8
PB,07-01-09,747.75
PB,08-01-09,865.2
PB,09-01-09,853.2
PB,10-01-09,1593.166667
PB,11-01-09,1560.25
PB,12-01-09,1442.166667
PB,01-01-10,1479.333333
PB,02-01-10,1337.2
PB,03-01-10,780.4
PB,04-01-10,701
PB,05-01-10,549
PB,06-01-10,564.1666667
PB,07-01-10,666.5
PB,08-01-10,847.25
PB,09-01-10,1372.5
PB,10-01-10,1597.333333
PB,11-01-10,1985.166667
PB,12-01-10,2813.25
PB,01-01-11,3314.5
PB,02-01-11,1264.8
PB,03-01-11,794.5
PB,04-01-11,643.8
PB,05-01-11,616
PB,06-01-11,575.3333333
PB,07-01-11,832.5
PB,08-01-11,1130.2
PB,09-01-11,1245
PB,10-01-11,1191
PB,11-01-11,1095.5
PB,12-01-11,825.8
PB,01-01-12,638.5
PB,02-01-12,592.75
PB,03-01-12,649.25
PB,04-01-12,615
PB,05-01-12,582.75
PB,06-01-12,617
PB,07-01-12,708.8
PB,08-01-12,769.5
PB,09-01-12,721.8
PB,10-01-12,878.3333333
PB,11-01-12,1221
PB,12-01-12,1276.5
PB,01-01-13,1571
PB,02-01-13,1535.6
PB,03-01-13,1221.25
PB,04-01-13,1090.75
PB,05-01-13,965.75
PB,06-01-13,1211.75
PB,07-01-13,2025.5
PB,08-01-13,3891.5
PB,09-01-13,4334.2
PB,10-01-13,4029.4
PB,11-01-13,3146.25
PB,12-01-13,1840.4
PB,01-01-14,1108.666667
PB,02-01-14,961.6
PB,03-01-14,971
PB,04-01-14,870.5
PB,05-01-14,937.1666667
PB,06-01-14,1102
PB,07-01-14,1889
PB,08-01-14,1680.8
PB,09-01-14,1573.666667
PB,10-01-14,1558
PB,11-01-14,1457.875
PB,12-01-14,1619.625
PB,01-01-15,1460.875
PB,02-01-15,1575.875
PB,03-01-15,1473.875
PB,04-01-15,1196.857143
PB,05-01-15,1190.875
PB,06-01-15,1469.5
PB,07-01-15,1615.714286
PB,08-01-15,3064
PB,09-01-15,3573.333333
PB,10-01-15,2886.5
PB,11-01-15,2166.833333
PB,12-01-15,1367.666667
PB,01-01-16,1202.833333
PB,02-01-16,982.3333333
PB,03-01-16,936.6666667
RAJ,01-01-04,790
RAJ,02-01-04,736
RAJ,03-01-04,423
RAJ,04-01-04,344
